School,SchoolID,Mschool,Latitude,Longitude,Hschool,var,est,moe
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,HInsur_FBNC.y16,3.57,2.41
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,HInsur_FBNC.y16,1.54,1.26
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,HInsur_FBNC.y16,3.07,1.85
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,HInsur_FBNC.y16,3.46,2.33
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,HInsur_FBNC.y16,0.75,0.83
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,HInsur_FBNC.y16,3.19,2.74
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,HInsur_Nat.y16,78.97,10.8
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,HInsur_Nat.y16,79.97,9.89
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,HInsur_Nat.y16,83.34,8.61
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,HInsur_Nat.y16,80.93,9.97
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,HInsur_Nat.y16,79,9.15
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,HInsur_Nat.y16,63.88,7.76
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,HInsur_Nat.y16,77.79,10.74
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,HInsur_Nat.y16,64.99,10.34
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,HInsur_Nat.y16,79.32,10.75
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,HInsur_Nat.y16,80.87,12.4
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,HInsur_Nat.y16,61.07,10.46
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,HInsur_Nat.y16,77.49,9.77
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,HInsur_Nat.y16,77.97,9.68
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,HInsur_Nat.y16,78.97,8.27
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,HInsur_Nat.y16,82.3,8.17
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,HInsur_Nat.y16,77.02,7.74
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,HousOwn.y16,33.99,7.41
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,HousOwn.y16,31.15,6.3
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,HousOwn.y16,21.76,5.86
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,HousOwn.y16,36.14,7.87
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,HousOwn.y16,40.48,7.06
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,HousOwn.y16,50.72,13.8
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,HousOwn.y16,49.81,8.5
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,HousOwn.y16,48.1,10.22
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,HousOwn.y16,21.43,4.8
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,HousOwn.y16,16.86,5.51
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,HousOwn.y16,53.93,13.04
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,HousOwn.y16,58.5,8.88
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,HousOwn.y16,43.67,7.94
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,HousOwn.y16,58.38,7.88
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,HousOwn.y16,64.24,10.67
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,HousOwn.y16,48.47,8.01
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,HousRent.y16,65.99,13.23
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,HousRent.y16,68.86,10.38
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,HousRent.y16,78.24,12.23
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,HousRent.y16,63.86,11.37
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,HousRent.y16,59.52,8.37
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,HousRent.y16,49.28,8.77
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,HousRent.y16,50.21,9.79
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,HousRent.y16,51.88,12.2
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,HousRent.y16,78.57,12.87
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,HousRent.y16,83.14,13.22
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,HousRent.y16,46.1,12.26
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,HousRent.y16,41.52,8.9
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,HousRent.y16,56.33,9.42
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,HousRent.y16,41.62,9.12
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,HousRent.y16,35.76,10.32
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,HousRent.y16,51.53,11.11
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc_10K.y16,20.47,6.84
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc_10K.y16,24.34,7.27
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc_10K.y16,29.53,8.07
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc_10K.y16,17.63,7.16
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc_10K.y16,12.02,5.37
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc_10K.y16,15.89,7.95
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc_10K.y16,10.57,5.68
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc_10K.y16,12.4,5.79
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc_10K.y16,23.89,7
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc_10K.y16,27.81,9.44
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc_10K.y16,10.86,6.38
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc_10K.y16,8.63,4.89
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc_10K.y16,11.94,5.77
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc_10K.y16,6.57,4.67
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc_10K.y16,4.97,2.88
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc_10K.y16,8.99,4.29
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc_200K.y16,4.61,2.42
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc_200K.y16,3.55,2.08
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc_200K.y16,3.75,2.38
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc_200K.y16,1.61,1.44
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc_200K.y16,2.87,1.89
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc_200K.y16,1.95,1.62
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc_200K.y16,3.73,2.74
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc_200K.y16,0.71,1
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc_200K.y16,0.29,0.88
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc_200K.y16,0.16,0.92
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc_200K.y16,0.35,1.12
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc_200K.y16,3.95,2.7
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc_200K.y16,4.52,2.55
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc_200K.y16,4.75,2.57
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc_200K.y16,2.14,2.04
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc_200K.y16,1.21,0.76
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc100K_149K.y16,8.16,4.27
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc100K_149K.y16,8.3,4.62
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc100K_149K.y16,6.55,4.22
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc100K_149K.y16,8.4,4.12
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc100K_149K.y16,8.09,3.89
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc100K_149K.y16,8.15,3.43
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc100K_149K.y16,10.31,4.63
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc100K_149K.y16,5.85,3.6
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc100K_149K.y16,2.37,1.97
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc100K_149K.y16,2.67,2.87
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc100K_149K.y16,4.84,3.29
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc100K_149K.y16,11.02,4.89
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc100K_149K.y16,9.95,4.52
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc100K_149K.y16,13.11,4.91
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc100K_149K.y16,19.24,7.62
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc100K_149K.y16,12.03,4.25
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc10K_24K.y16,24.96,8.57
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc10K_24K.y16,22.12,7.29
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc10K_24K.y16,25.91,8.97
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc10K_24K.y16,27.63,9.5
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc10K_24K.y16,21.51,7.11
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc10K_24K.y16,20.88,8.75
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc10K_24K.y16,15.04,6.31
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc10K_24K.y16,32.31,8.98
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc10K_24K.y16,33.41,8.83
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc10K_24K.y16,37.45,12.07
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc10K_24K.y16,36.02,11.42
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc10K_24K.y16,13.57,5.62
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc10K_24K.y16,18.92,6.79
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc10K_24K.y16,14.3,5.86
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc10K_24K.y16,14.36,5.9
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc10K_24K.y16,21.77,7.15
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc150K_199K.y16,3.85,2.72
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc150K_199K.y16,1.95,1.68
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc150K_199K.y16,2.5,2.33
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc150K_199K.y16,2.07,1.87
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc150K_199K.y16,3.02,1.89
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc150K_199K.y16,0,1.14
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc150K_199K.y16,4.73,3.68
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc150K_199K.y16,0,0.95
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc150K_199K.y16,0.22,0.69
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc150K_199K.y16,0.64,1
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc150K_199K.y16,0,1.05
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc150K_199K.y16,4.99,3.8
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc150K_199K.y16,4.58,4.28
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc150K_199K.y16,4,2.73
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc150K_199K.y16,3.16,2.88
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc150K_199K.y16,2.28,1.61
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc25K_49K.y16,21.6,7.97
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc25K_49K.y16,21.42,7.79
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc25K_49K.y16,19.74,7.71
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc25K_49K.y16,21.34,7.83
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc25K_49K.y16,29.19,8.43
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc25K_49K.y16,26.33,8.28
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc25K_49K.y16,28.62,9.15
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc25K_49K.y16,27.41,8.45
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc25K_49K.y16,26.59,7.59
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc25K_49K.y16,18.21,7.25
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc25K_49K.y16,28.52,9.74
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc25K_49K.y16,26.63,8.74
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc25K_49K.y16,26.21,8.74
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc25K_49K.y16,25.5,9.15
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc25K_49K.y16,25.46,9.11
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc25K_49K.y16,27.4,8.18
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc50K_74K.y16,10.16,4.53
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc50K_74K.y16,11.13,4.47
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc50K_74K.y16,7.09,3.98
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc50K_74K.y16,15.56,5.65
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc50K_74K.y16,14.14,5.71
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc50K_74K.y16,18.05,7.14
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc50K_74K.y16,15.62,6.68
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc50K_74K.y16,13.29,5.08
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc50K_74K.y16,8.64,4.49
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc50K_74K.y16,10.2,6.06
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc50K_74K.y16,11.28,4.84
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc50K_74K.y16,19.81,7.18
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc50K_74K.y16,14.59,6.16
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc50K_74K.y16,18.14,6.22
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc50K_74K.y16,17.29,5.99
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc50K_74K.y16,18.82,5.95
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Inc75K_99K.y16,6.19,4.15
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Inc75K_99K.y16,7.23,3.57
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Inc75K_99K.y16,4.91,3.15
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Inc75K_99K.y16,5.82,3.45
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Inc75K_99K.y16,9.15,3.82
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Inc75K_99K.y16,8.75,3.77
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Inc75K_99K.y16,11.42,4.63
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Inc75K_99K.y16,7.97,5.73
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Inc75K_99K.y16,4.52,3.21
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Inc75K_99K.y16,2.87,2.71
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Inc75K_99K.y16,8.13,5.4
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Inc75K_99K.y16,11.34,4.78
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Inc75K_99K.y16,9.3,3.85
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Inc75K_99K.y16,13.54,4.71
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Inc75K_99K.y16,13.38,4.37
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Inc75K_99K.y16,7.47,3.08
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_ag.y16,0,1.03
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_ag.y16,0.52,0.95
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_ag.y16,0.75,1.43
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_ag.y16,1.13,1.52
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_ag.y16,0.75,1.14
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_ag.y16,0,0.72
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_ag.y16,4.32,5.49
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_ag.y16,0.36,0.9
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_ag.y16,0.22,0.79
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_ag.y16,0.07,0.75
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_ag.y16,1.86,1.86
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_ag.y16,4.71,5.66
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_ag.y16,3.55,4.39
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_ag.y16,1.52,1.88
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_ag.y16,0.46,0.92
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_ag.y16,1.46,1.61
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_arts.y16,23.93,14.06
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_arts.y16,14.14,6.27
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_arts.y16,26.17,9.47
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_arts.y16,23.64,9.18
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_arts.y16,15.91,6.67
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_arts.y16,15.81,5.66
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_arts.y16,11.74,7.09
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_arts.y16,10.15,4.31
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_arts.y16,17.15,7.04
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_arts.y16,20.15,9.59
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_arts.y16,11.58,5.82
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_arts.y16,14.4,6.88
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_arts.y16,10.44,6.45
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_arts.y16,11.03,5.59
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_arts.y16,9.2,4.69
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_arts.y16,8.14,4.03
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_const.y16,2.91,2.61
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_const.y16,2.68,2.59
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_const.y16,1.94,2.45
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_const.y16,2.49,2.47
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_const.y16,1.11,1.14
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_const.y16,7.44,3.59
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_const.y16,5.58,4.03
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_const.y16,10.1,5.61
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_const.y16,2.09,1.95
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_const.y16,1.6,1.92
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_const.y16,12.73,7.74
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_const.y16,4.26,3.5
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_const.y16,4.16,3.32
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_const.y16,1.91,1.79
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_const.y16,1.21,1.35
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_const.y16,4.82,3.28
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_edhlth.y16,26.36,8.73
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_edhlth.y16,37.4,8.73
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_edhlth.y16,37.09,9.17
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_edhlth.y16,33.19,7.85
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_edhlth.y16,36.03,7.12
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_edhlth.y16,20.46,6.13
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_edhlth.y16,32.49,8.01
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_edhlth.y16,15.67,4.49
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_edhlth.y16,28.1,8.38
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_edhlth.y16,28.89,10.09
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_edhlth.y16,16.81,6
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_edhlth.y16,28.76,6.84
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_edhlth.y16,37.2,8.89
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_edhlth.y16,38.28,7.44
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_edhlth.y16,45.24,10.65
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_edhlth.y16,30.2,6.31
