REALKEY,PARCEL_NO,SALELAND1,SALEIMP1,SALEIMP2,SALE_VAL,CURR_VAL,A_VALUE,P_VALUE,2022 Total,2022 Land,2022 Imp
34417,074C4  003,0,0,0,0,320858,50000,0,320858,50000,270858
34419,074C4  004,0,0,0,0,365025,50000,0,365025,50000,315025
34420,074C4  005,0,0,0,0,319870,50000,0,319870,50000,269870
34616,074C4  006,0,0,0,0,388911,50000,0,388911,50000,338911
34617,074C4  007,0,0,0,0,420453,50000,0,420453,50000,370453
34618,074C4  008,0,0,0,0,416310,50000,0,416310,50000,366310
34619,074C4  009,0,0,0,0,346536,50000,0,346536,50000,296536
34620,074C4  010,0,0,0,0,326771,50000,0,326771,50000,276771
34636,074C4  011,0,0,0,0,378874,50000,0,378874,50000,328874
34621,074C4  012,0,0,0,0,337300,50000,0,337300,50000,287300
34421,074C4  013,0,0,0,0,346692,50000,0,346692,50000,296692
34622,074C4  014,0,0,0,0,356031,50000,0,356031,50000,306031
34422,074C4  015,0,0,0,0,325136,50000,0,325136,50000,275136
34623,074C4  016,0,0,0,0,314477,50000,0,314477,50000,264477
34624,074C4  017,0,0,0,0,399659,50000,0,399659,50000,349659
34625,074C4  018,0,0,0,0,353969,50000,0,353969,50000,303969
34626,074C4  019,0,0,0,0,357847,50000,0,357847,50000,307847
34627,074C4  020,0,0,0,0,391843,50000,0,391843,50000,341843
34628,074C4  021,0,0,0,0,333639,50000,0,333639,50000,283639
34423,074C4  022,0,0,0,0,318038,50000,0,318038,50000,268038
34429,074C4  023,50000,254900,0,304900,321531,50000,0,304900,50000,254900
34425,074C4  024,0,0,0,0,369701,55000,0,369701,55000,314701
34426,074C4  025,0,0,0,0,391999,60000,0,391999,60000,331999
34427,074C4  026,0,0,0,0,341808,60000,0,341808,60000,281808
34428,074C4  027,60000,350000,0,410000,452537,60000,0,410000,60000,350000
34629,074C4  028,60000,355000,0,415000,424925,60000,0,415000,60000,355000
34630,074C4  029,0,0,0,0,448031,60000,0,448031,60000,388031
34631,074C4  030,0,0,0,0,409717,60000,0,409717,60000,349717
34632,074C4  031,0,0,0,0,414180,60000,0,414180,60000,354180
34633,074C4  032,0,0,0,0,393296,60000,0,393296,60000,333296
34634,074C4  033,0,0,0,0,357556,60000,0,357556,60000,297556
34635,074C4  034,0,0,0,0,1,1,0,1,1,0
4430,074D  A001,0,0,0,0,131019,35750,0,131019,35750,95269
4431,074D  A002,0,0,0,0,148385,35750,0,148385,35750,112635
4432,074D  A003,0,0,0,0,122608,35750,0,122608,35750,86858
4433,074D  A003A,0,0,0,0,69274,25025,0,69274,25025,44249
29665,074D  A003B,0,0,0,0,26813,26813,0,26813,26813,0
4434,074D  A005,0,0,0,0,223517,44688,0,223517,44688,178829
4435,074D  A006,0,0,0,0,245890,35750,0,245890,35750,210140
4436,074D  A007,0,0,0,0,261556,44688,0,261556,44688,216868
4437,074D  A008,0,0,0,0,202444,35750,0,202444,35750,166694
4438,074D  A009,0,0,0,0,201494,53625,0,201494,53625,147869
4439,074D  A010,0,0,0,0,238504,35750,0,238504,35750,202754
4440,074D  A010A,0,0,0,0,241302,35750,0,241302,35750,205552
4441,074D  A011,0,0,0,0,199588,35750,0,199588,35750,163838
4442,074D  A012,0,0,0,0,286378,35750,0,286378,35750,250628
4443,074D  A012A,0,0,0,0,160891,35750,0,160891,35750,125141
4444,074D  A013,0,0,0,0,292906,44688,0,292906,44688,248218
4445,074D  B001,0,0,0,0,5517944,1250000,0,5517944,1250000,4267944
40357,074D  B001A,0,0,0,0,1,1,0,1,1,0
4446,074D  C001,0,0,0,0,334210,40000,0,334210,40000,294210
4447,074D  C002,0,0,0,0,347933,40000,0,347933,40000,307933
4448,074D  C003,0,0,0,0,236734,35750,0,236734,35750,200984
4449,074D  C003A,0,0,0,0,162844,25025,0,162844,25025,137819
4450,074D  C003B,0,0,0,0,163674,25025,0,163674,25025,138649
4451,074D  C003C,0,0,0,0,160113,25025,0,160113,25025,135088
4452,074D  C003D,0,0,0,0,163674,25025,0,163674,25025,138649
4453,074D  C003E,0,0,0,0,162844,25025,0,162844,25025,137819
4454,074D  C003F,0,0,0,0,163674,25025,0,163674,25025,138649
4455,074D  C003G,0,0,0,0,162844,25025,0,162844,25025,137819
4456,074D  C004,0,0,0,0,195421,25025,0,195421,25025,170396
4457,074D  C005,0,0,0,0,72705,25025,0,72705,25025,47680
4459,074D  C005B,0,0,0,0,196299,26813,0,196299,26813,169486
4460,074D  C005C,0,0,0,0,8500,8500,0,8500,8500,0
4461,074D  C005D,0,0,0,0,121069,25025,0,121069,25025,96044
4462,074D  C006,0,0,0,0,104166,70000,0,104166,70000,34166
4463,074D  C006A,0,0,0,0,218580,40000,0,218580,40000,178580
4464,074D  C006B,0,0,0,0,121358,40000,0,121358,40000,81358
4465,074D  C006C,0,0,0,0,213912,50000,0,213912,50000,163912
4466,074D  C006D,0,0,0,0,208015,60000,0,208015,60000,148015
4467,074D  C006E,0,0,0,0,239751,40000,0,239751,40000,199751
4468,074D  C006F,0,0,0,0,245865,40000,0,245865,40000,205865
4469,074D  C006G,0,0,0,0,341812,40000,0,341812,40000,301812
4470,074D  C006H,0,0,0,0,230438,40000,0,230438,40000,190438
4471,074D  C006I,0,0,0,0,180621,40000,0,180621,40000,140621
4472,074D  C006J,0,0,0,0,248407,40000,0,248407,40000,208407
4473,074D  C006K,0,0,0,0,129465,40000,0,129465,40000,89465
4474,074D  C006L,0,0,0,0,36000,36000,0,36000,36000,0
4475,074D  C006M,0,0,0,0,304970,70000,0,304970,70000,234970
4476,074D  C006N,0,0,0,0,72000,72000,0,72000,72000,0
4477,074D  C006Q,0,0,0,0,36000,36000,0,36000,36000,0
43906,074D  C006S,0,0,0,0,63000,63000,0,63000,63000,0
43907,074D  C006T,0,0,0,0,36000,36000,0,36000,36000,0
43908,074D  C006U,0,0,0,0,54000,54000,0,54000,54000,0
4478,074D  C008,0,0,0,0,133277,40000,0,133277,40000,93277
4479,074D  C009,0,0,0,0,286128,60000,0,286128,60000,226128
4480,074D  C010,0,0,0,0,36000,36000,0,36000,36000,0
4481,074D  C011,0,0,0,0,198589,40000,0,198589,40000,158589
4482,074D  C012,0,0,0,0,36000,36000,0,36000,36000,0
4483,074D  C013,0,0,0,0,192014,40000,0,192014,40000,152014
4484,074D  C014,0,0,0,0,36000,36000,0,36000,36000,0
4485,074D  C015,0,0,0,0,175774,40000,0,175774,40000,135774
4486,074D  C016,0,0,0,0,201718,50000,0,201718,50000,151718
4487,074D  C017,0,0,0,0,178120,80000,0,178120,80000,98120
4488,074D  C018,0,0,0,0,130435,33784,0,130435,33784,96651
4489,074D  C019,0,0,0,0,124687,35750,0,124687,35750,88937
45250,074D  C019A,0,0,0,0,44688,44688,0,44688,44688,0
4490,074D  C021,0,0,0,0,648764,61368,0,648764,61368,587396
4491,074D  C022,0,0,0,0,25740,25740,0,25740,25740,0
4492,074D  D001,0,0,0,0,126812,35750,0,126812,35750,91062
4493,074D  D002,0,0,0,0,28600,28600,0,28600,28600,0
4494,074D  D003,35750,264250,0,300000,312112,35750,0,300000,35750,264250
4495,074D  D004,0,0,0,0,139719,35750,0,139719,35750,103969
4496,074D  D005,0,0,0,0,190821,35750,0,190821,35750,155071
4497,074D  D006,0,0,0,0,28600,28600,0,28600,28600,0
4498,074D  D007,0,0,0,0,363340,35750,0,363340,35750,327590
4499,074D1 A001,0,0,0,0,246459,40000,0,246459,40000,206459
4500,074D1 A001A,0,0,0,0,223228,40000,0,223228,40000,183228
4501,074D1 A002,0,0,0,0,291841,40000,0,291841,40000,251841
4502,074D1 A003,0,0,0,0,227577,40000,0,227577,40000,187577
4503,074D1 A004,0,0,0,0,240290,40000,0,240290,40000,200290
4504,074D1 A005,0,0,0,0,231012,40000,0,231012,40000,191012
4505,074D1 A006,0,0,0,0,219631,40000,0,219631,40000,179631
4506,074D1 A007,0,0,0,0,172056,40000,0,172056,40000,132056
4507,074D1 A008,0,0,0,0,233758,40000,0,233758,40000,193758
4508,074D1 A009,0,0,0,0,186327,40000,0,186327,40000,146327
4509,074D1 A010,0,0,0,0,216872,40000,0,216872,40000,176872
4510,074D1 A011,0,0,0,0,227703,40000,0,227703,40000,187703
4511,074D1 A012,40000,151000,80000,271000,273886,40000,0,271000,40000,231000
4512,074D1 A013,0,0,0,0,213900,40000,0,213900,40000,173900
4513,074D1 A014,0,0,0,0,226760,40000,0,226760,40000,186760
4514,074D1 A015,0,0,0,0,241237,40000,0,241237,40000,201237
4515,074D1 A016,0,0,0,0,285487,40000,0,285487,40000,245487
4516,074D1 A017,0,0,0,0,255424,40000,0,255424,40000,215424
4517,074D1 A019,0,0,0,0,229480,40000,0,229480,40000,189480
4518,074D1 B001,0,0,0,0,221512,40000,0,221512,40000,181512
4519,074D1 B002,0,0,0,0,218740,40000,0,218740,40000,178740
4520,074D1 B003,0,0,0,0,207234,40000,0,207234,40000,167234
4521,074D1 B004,0,0,0,0,224338,40000,0,224338,40000,184338
4522,074D1 B005,0,0,0,0,269981,40000,0,269981,40000,229981
4523,074D1 B006,0,0,0,0,291706,40000,0,291706,40000,251706
4524,074D1 B007,0,0,0,0,264093,40000,0,264093,40000,224093
4525,074D1 B008,0,0,0,0,233982,40000,0,233982,40000,193982
4526,074D1 B009,0,0,0,0,202579,40000,0,202579,40000,162579
4527,074D1 B010,0,0,0,0,273275,40000,0,273275,40000,233275
4528,074D1 B011,0,0,0,0,213366,40000,0,213366,40000,173366
4529,074D1 B012,0,0,0,0,250221,40000,0,250221,40000,210221
4530,074D1 C001,0,0,0,0,255258,40000,0,255258,40000,215258
4531,074D1 C002,0,0,0,0,286767,40000,0,286767,40000,246767
4533,074D1 C004,0,0,0,0,256960,40000,0,256960,40000,216960
4534,074D1 C005,0,0,0,0,205733,40000,0,205733,40000,165733
4535,074D1 C006,0,0,0,0,194598,40000,0,194598,40000,154598
4536,074D1 C008,0,0,0,0,216536,40000,0,216536,40000,176536
4537,074D1 C009,0,0,0,0,212543,40000,0,212543,40000,172543
4538,074D1 C010,0,0,0,0,15000,15000,0,15000,15000,0
4539,074D1 C011,0,0,0,0,235890,40000,0,235890,40000,195890
4540,074D1 C012,0,0,0,0,263071,40000,0,263071,40000,223071
4541,074D1 D001,0,0,0,0,208521,40000,0,208521,40000,168521
4542,074D1 D002,0,0,0,0,244233,40000,0,244233,40000,204233
4543,074D1 D003,0,0,0,0,261578,40000,0,261578,40000,221578
4544,074D1 D004,0,0,0,0,211625,40000,0,211625,40000,171625
4545,074D1 D005,0,0,0,0,242280,40000,0,242280,40000,202280
4546,074D1 D006,0,0,0,0,305231,40000,0,305231,40000,265231
4547,074D1 D007,0,0,0,0,222312,40000,0,222312,40000,182312
4548,074D1 D008,0,0,0,0,206756,40000,0,206756,40000,166756
4549,074D1 D009,0,0,0,0,223500,40000,0,223500,40000,183500
4550,074D1 D010,0,0,0,0,263085,40000,0,263085,40000,223085
4551,074D1 D011,0,0,0,0,230141,40000,0,230141,40000,190141
4552,074D2 A001,0,0,0,0,261028,40000,0,261028,40000,221028
4553,074D2 A002,0,0,0,0,265570,40000,0,265570,40000,225570
4554,074D2 A003,0,0,0,0,297520,40000,0,297520,40000,257520
4555,074D2 A004,0,0,0,0,213741,40000,0,213741,40000,173741
4556,074D2 A005,0,0,0,0,223458,40000,0,223458,40000,183458
4557,074D2 A006,0,0,0,0,204802,40000,0,204802,40000,164802
4558,074D2 A007,0,0,0,0,212904,40000,0,212904,40000,172904
4559,074D2 A008,40000,189900,0,229900,239377,40000,0,229900,40000,189900
4560,074D2 A009,0,0,0,0,264009,40000,0,264009,40000,224009
4561,074D2 A010,0,0,0,0,248652,40000,0,248652,40000,208652
4562,074D2 B001,0,0,0,0,224410,40000,0,224410,40000,184410
4563,074D2 B002,0,0,0,0,198825,40000,0,198825,40000,158825
4564,074D2 B003,0,0,0,0,246389,40000,0,246389,40000,206389
4565,074D2 B004,0,0,0,0,243546,40000,0,243546,40000,203546
4566,074D2 B005,0,0,0,0,208231,40000,0,208231,40000,168231
4567,074D2 C001,0,0,0,0,197141,40000,0,197141,40000,157141
4568,074D2 C002,0,0,0,0,247290,40000,0,247290,40000,207290
4569,074D2 C003,0,0,0,0,211884,40000,0,211884,40000,171884
4570,074D2 C004,0,0,0,0,223879,40000,0,223879,40000,183879
4571,074D3 A001,0,0,0,0,252717,40000,0,252717,40000,212717
4572,074D3 A002,0,0,0,0,220458,40000,0,220458,40000,180458
4573,074D3 A003,0,0,0,0,215024,40000,0,215024,40000,175024
4574,074D3 A004,0,0,0,0,252423,40000,0,252423,40000,212423
4575,074D3 A005,0,0,0,0,220841,40000,0,220841,40000,180841
4576,074D3 A006,0,0,0,0,229680,40000,0,229680,40000,189680
4577,074D3 A007,0,0,0,0,243689,40000,0,243689,40000,203689
4578,074D3 A008,0,0,0,0,243134,40000,0,243134,40000,203134
4579,074D3 B001,0,0,0,0,203941,40000,0,203941,40000,163941
4580,074D3 B002,40000,265000,0,305000,306840,40000,0,305000,40000,265000
4581,074D3 B003,0,0,0,0,261046,40000,0,261046,40000,221046
4582,074D3 B004,0,0,0,0,266902,40000,0,266902,40000,226902
4583,074D3 B005,0,0,0,0,206904,40000,0,206904,40000,166904
4584,074D3 C001,0,0,0,0,226783,40000,0,226783,40000,186783
4585,074D3 C002,0,0,0,0,218715,40000,0,218715,40000,178715
4586,074D3 D001,0,0,0,0,241677,40000,0,241677,40000,201677
4587,074D3 D002,0,0,0,0,34000,34000,0,34000,34000,0
4588,074D3 D003,0,0,0,0,232539,40000,0,232539,40000,192539
4589,074D4 A001,0,0,0,0,231151,40000,0,231151,40000,191151
4590,074D4 A002,0,0,0,0,226793,40000,0,226793,40000,186793
4591,074D4 A003,0,0,0,0,220803,40000,0,220803,40000,180803
4592,074D4 A004,0,0,0,0,252060,40000,0,252060,40000,212060
4593,074D4 A005,0,0,0,0,281619,40000,0,281619,40000,241619
4594,074D4 A006,0,0,0,0,238000,40000,0,238000,40000,198000
4595,074D4 A007,0,0,0,0,265007,40000,0,265007,40000,225007
4596,074D4 A008,0,0,0,0,220587,40000,0,220587,40000,180587
4597,074D4 A009,0,0,0,0,231150,40000,0,231150,40000,191150
4598,074D4 A010,0,0,0,0,10000,10000,0,10000,10000,0
4599,074D4 A011,0,0,0,0,248953,40000,0,248953,40000,208953
4600,074D4 A012,0,0,0,0,260013,40000,0,260013,40000,220013
4601,074D4 A013,0,0,0,0,238878,40000,0,238878,40000,198878
4602,074D4 A014,0,0,0,0,217081,40000,0,217081,40000,177081
4603,074D4 A015,0,0,0,0,247769,40000,0,247769,40000,207769
4604,074D4 A016,0,0,0,0,222498,40000,0,222498,40000,182498
4605,074D4 A017,0,0,0,0,255363,40000,0,255363,40000,215363
4606,074D4 A018,0,0,0,0,315002,40000,0,315002,40000,275002
4607,074D4 A019,0,0,0,0,243881,40000,0,243881,40000,203881
4608,074D4 A020,0,0,0,0,211314,40000,0,211314,40000,171314
4609,074D4 A021,0,0,0,0,250779,40000,0,250779,40000,210779
4610,074D4 A022,0,0,0,0,227408,40000,0,227408,40000,187408
4611,074D4 A023,0,0,0,0,303640,40000,0,303640,40000,263640
4612,074D4 B001,0,0,0,0,260199,40000,0,260199,40000,220199
4613,074D4 B002,0,0,0,0,231794,40000,0,231794,40000,191794
4614,074D4 B003,0,0,0,0,265052,40000,0,265052,40000,225052
4615,074D4 B004,0,0,0,0,235526,40000,0,235526,40000,195526
4616,074D4 B005,0,0,0,0,218897,40000,0,218897,40000,178897
4617,074D4 B006,0,0,0,0,321084,40000,0,321084,40000,281084
4618,074D4 B007,0,0,0,0,290547,40000,0,290547,40000,250547
4619,074D4 B008,0,0,0,0,263688,40000,0,263688,40000,223688
4620,074D4 B009,0,0,0,0,263185,40000,0,263185,40000,223185
4621,074D4 B010,0,0,0,0,209169,40000,0,209169,40000,169169
4622,074D4 B011,0,0,0,0,245008,40000,0,245008,40000,205008
4623,074D4 B012,0,0,0,0,234598,40000,0,234598,40000,194598
4624,074D4 B013,0,0,0,0,250298,40000,0,250298,40000,210298
40755,074D7 A001,0,0,0,0,236382,30000,0,236382,30000,206382
40756,074D7 A002,0,0,0,0,235032,30000,0,235032,30000,205032
40757,074D7 A003,0,0,0,0,235032,30000,0,235032,30000,205032
40758,074D7 A004,0,0,0,0,235032,30000,0,235032,30000,205032
40759,074D7 A005,0,0,0,0,235032,30000,0,235032,30000,205032
40760,074D7 A006,0,0,0,0,235032,30000,0,235032,30000,205032
40761,074D7 A007,0,0,0,0,235032,30000,0,235032,30000,205032
40762,074D7 A008,0,0,0,0,235032,30000,0,235032,30000,205032
40763,074D7 A009,0,0,0,0,235032,30000,0,235032,30000,205032
40764,074D7 B010,0,0,0,0,235032,30000,0,235032,30000,205032
40765,074D7 B011,0,0,0,0,235032,30000,0,235032,30000,205032
40766,074D7 B012,0,0,0,0,235032,30000,0,235032,30000,205032
40767,074D7 B013,0,0,0,0,235032,30000,0,235032,30000,205032
40768,074D7 B014,0,0,0,0,235032,30000,0,235032,30000,205032
40769,074D7 B015,30000,190000,0,220000,235032,30000,0,220000,30000,190000
40770,074D7 B016,0,0,0,0,236382,30000,0,236382,30000,206382
40771,074D7 C017,0,0,0,0,236382,30000,0,236382,30000,206382
40772,074D7 C018,0,0,0,0,235032,30000,0,235032,30000,205032
40773,074D7 C019,0,0,0,0,235032,30000,0,235032,30000,205032
40774,074D7 C020,0,0,0,0,235032,30000,0,235032,30000,205032
40775,074D7 C021,0,0,0,0,235032,30000,0,235032,30000,205032
40776,074D7 C022,0,0,0,0,235032,30000,0,235032,30000,205032
40777,074D7 C023,0,0,0,0,235032,30000,0,235032,30000,205032
40778,074D7 C024,0,0,0,0,235032,30000,0,235032,30000,205032
40779,074D7 C025,0,0,0,0,235032,30000,0,235032,30000,205032
40780,074D7 C026,0,0,0,0,235032,30000,0,235032,30000,205032
40781,074D7 D027,30000,190500,0,220500,235032,30000,0,220500,30000,190500
40782,074D7 D028,0,0,0,0,235032,30000,0,235032,30000,205032
40783,074D7 D029,0,0,0,0,235032,30000,0,235032,30000,205032
40784,074D7 D030,0,0,0,0,235032,30000,0,235032,30000,205032
40785,074D7 D031,0,0,0,0,235032,30000,0,235032,30000,205032
40786,074D7 D032,0,0,0,0,235032,30000,0,235032,30000,205032
40787,074D7 D033,0,0,0,0,235032,30000,0,235032,30000,205032
40788,074D7 D034,0,0,0,0,235032,30000,0,235032,30000,205032
40789,074D7 D035,0,0,0,0,236382,30000,0,236382,30000,206382
4625,082A  A001,0,0,0,0,311274,40000,0,311274,40000,271274
4626,082A  A002,0,0,0,0,252602,40000,0,252602,40000,212602
4627,082A  A003,0,0,0,0,314568,40000,0,314568,40000,274568
4628,082A  A004,0,0,0,0,282145,40000,0,282145,40000,242145
4629,082A  A005,0,0,0,0,40000,40000,0,40000,40000,0
4630,082A  A006,0,0,0,0,396900,40000,0,396900,40000,356900
4631,082A  A007,0,0,0,0,331028,40000,0,331028,40000,291028
4632,082A  A008,0,0,0,0,320895,40000,0,320895,40000,280895
4633,082A  A009,0,0,0,0,263544,40000,0,263544,40000,223544
4634,082A  B001,0,0,0,0,301091,40000,0,301091,40000,261091
4635,082A  B002,0,0,0,0,376549,40000,0,376549,40000,336549
4636,082A  B003,0,0,0,0,290425,40000,0,290425,40000,250425
4637,082A  B004,0,0,0,0,290157,40000,0,290157,40000,250157
4638,082A  B005,0,0,0,0,310183,40000,0,310183,40000,270183
4639,082A  B006,0,0,0,0,291655,40000,0,291655,40000,251655
4640,082A  B007,0,0,0,0,303429,40000,0,303429,40000,263429
4641,082A  B008,0,0,0,0,334730,40000,0,334730,40000,294730
4642,082A  B009,0,0,0,0,277197,40000,0,277197,40000,237197
4643,082A  B010,0,0,0,0,291759,40000,0,291759,40000,251759
4644,082A  B011,0,0,0,0,407850,40000,0,407850,40000,367850
4645,082A  B012,0,0,0,0,331506,40000,0,331506,40000,291506
4646,082A  B013,0,0,0,0,308842,40000,0,308842,40000,268842
4647,082A  B014,0,0,0,0,378019,40000,0,378019,40000,338019
4648,082A  B015,0,0,0,0,318052,40000,0,318052,40000,278052
4649,082A  B016,40000,280500,12484,332984,334400,40000,0,332984,40000,292984
4650,082A  B017,40000,320000,0,360000,365231,40000,0,360000,40000,320000
4651,082A  B018,0,0,0,0,272587,40000,0,272587,40000,232587
4652,082A  B019,0,0,0,0,306691,40000,0,306691,40000,266691
4653,082A  B019A,0,0,0,0,357637,40000,0,357637,40000,317637
4654,082A  B020,0,0,0,0,307529,40000,0,307529,40000,267529
4655,082A  C001,0,0,0,0,312035,40000,0,312035,40000,272035
4656,082A  C002,0,0,0,0,329066,40000,0,329066,40000,289066
4657,082A  C003,0,0,0,0,316896,40000,0,316896,40000,276896
4658,082A  C004,0,0,0,0,294436,40000,0,294436,40000,254436
4659,082A  C005,0,0,0,0,327910,40000,0,327910,40000,287910
4660,082A  C006,0,0,0,0,356492,40000,0,356492,40000,316492
4661,082A  C007,0,0,0,0,299769,40000,0,299769,40000,259769
4662,082A  C008,0,0,0,0,260544,40000,0,260544,40000,220544
4663,082A  C009,0,0,0,0,365566,40000,0,365566,40000,325566
4664,082A  C010,0,0,0,0,352040,40000,0,352040,40000,312040
4665,082A  C011,0,0,0,0,308051,40000,0,308051,40000,268051
4666,082A  C012,0,0,0,0,389039,48000,0,389039,48000,341039
4668,082A  C014,0,0,0,0,282431,40000,0,282431,40000,242431
4669,082A  C015,0,0,0,0,334361,40000,0,334361,40000,294361
4670,082A  C015A,0,0,0,0,424148,40000,0,424148,40000,384148
4671,082A  C016,0,0,0,0,306456,40000,0,306456,40000,266456
4672,082A  C017,0,0,0,0,334754,40000,0,334754,40000,294754
4673,082A  C018,0,0,0,0,294745,40000,0,294745,40000,254745
4674,082A  C019,0,0,0,0,262109,40000,0,262109,40000,222109
4675,082A  C020,0,0,0,0,315176,40000,0,315176,40000,275176
4676,082A  C021,0,0,0,0,257395,40000,0,257395,40000,217395
4677,082A  C022,0,0,0,0,361324,40000,0,361324,40000,321324
4678,082A  C023,0,0,0,0,360965,40000,0,360965,40000,320965
4679,082A  C024,0,0,0,0,273539,40000,0,273539,40000,233539
4680,082A  C024A,0,0,0,0,433093,40000,0,433093,40000,393093
4681,082A  C025,0,0,0,0,274192,40000,0,274192,40000,234192
4682,082A  D001,0,0,0,0,32000,32000,0,32000,32000,0
4683,082A  D001A,0,0,0,0,361204,40000,0,361204,40000,321204
4684,082A  D002,0,0,0,0,322599,40000,0,322599,40000,282599
4685,082A  D003,0,0,0,0,261185,40000,0,261185,40000,221185
4686,082A  D004,0,0,0,0,254388,40000,0,254388,40000,214388
4687,082A  D005,0,0,0,0,266942,40000,0,266942,40000,226942
4688,082A  D006,0,0,0,0,312942,40000,0,312942,40000,272942
4689,082A  D006A,0,0,0,0,239563,40000,0,239563,40000,199563
4690,082A  D007,0,0,0,0,317917,40000,0,317917,40000,277917
4691,082A  D008,0,0,0,0,373825,40000,0,373825,40000,333825
4692,082A  D009,0,0,0,0,245165,40000,0,245165,40000,205165
4693,082A  D010,0,0,0,0,342852,40000,0,342852,40000,302852
4694,082A  D011,0,0,0,0,282713,40000,0,282713,40000,242713
4695,082A  D012,0,0,0,0,263267,40000,0,263267,40000,223267
4696,082A  D013,0,0,0,0,137876,40000,0,137876,40000,97876
4697,082A  D014,0,0,0,0,285447,40000,0,285447,40000,245447
4698,082A  D015,0,0,0,0,352169,40000,0,352169,40000,312169
4699,082A  D016,0,0,0,0,282186,40000,0,282186,40000,242186
4700,082A  E001,0,0,0,0,340815,40000,0,340815,40000,300815
4701,082A  E002,0,0,0,0,384929,40000,0,384929,40000,344929
4702,082A  E003,0,0,0,0,325682,54000,0,325682,54000,271682
4703,082A  E004,0,0,0,0,315727,54000,0,315727,54000,261727
4704,082A  E005,0,0,0,0,43200,43200,0,43200,43200,0
4705,082A  E006,0,0,0,0,489479,60000,0,489479,60000,429479
4706,082A  E007,0,0,0,0,530859,54000,0,530859,54000,476859
4707,082A  E008,0,0,0,0,414702,54000,0,414702,54000,360702
4708,082A  E009,0,0,0,0,6000,6000,0,6000,6000,0
4709,082A  E010,0,0,0,0,246080,40000,0,246080,40000,206080
4710,082A  E011,0,0,0,0,368282,40000,0,368282,40000,328282
4711,082A  E012,0,0,0,0,267420,40000,0,267420,40000,227420
4712,082A  E013,0,0,0,0,369757,40000,0,369757,40000,329757
4713,082A  E014,0,0,0,0,274344,40000,0,274344,40000,234344
4714,082A  E015,0,0,0,0,296158,40000,0,296158,40000,256158
4715,082A  E016,0,0,0,0,263981,40000,0,263981,40000,223981
4716,082A  E017,0,0,0,0,332947,40000,0,332947,40000,292947
