REALKEY,PARCEL_NO,SALELAND1,SALEIMP1,SALEIMP2,SALE_VAL,CURR_VAL,A_VALUE,P_VALUE,2022 Total,2022 Land,2022 Imp
29375,074B3 A059,0,0,0,0,459803,50000,0,459803,50000,409803
29376,074B3 A060,0,0,0,0,417658,50000,0,417658,50000,367658
29377,074B3 A061,0,0,0,0,408432,50000,0,408432,50000,358432
29378,074B3 A062,0,0,0,0,402215,50000,0,402215,50000,352215
29379,074B3 A063,0,0,0,0,369199,50000,0,369199,50000,319199
29380,074B3 A064,0,0,0,0,409351,50000,0,409351,50000,359351
29381,074B3 A065,0,0,0,0,426102,50000,0,426102,50000,376102
29382,074B3 A066,0,0,0,0,412814,50000,0,412814,50000,362814
29383,074B3 A067,0,0,0,0,367049,50000,0,367049,50000,317049
29384,074B3 A068,0,0,0,0,458819,50000,0,458819,50000,408819
29385,074B3 A069,0,0,0,0,395310,50000,0,395310,50000,345310
40547,074B4 A011,0,0,0,0,219715,30000,0,219715,30000,189715
40548,074B4 A012,0,0,0,0,219715,30000,0,219715,30000,189715
40549,074B4 A013,0,0,0,0,219715,30000,0,219715,30000,189715
40550,074B4 A014,0,0,0,0,219715,30000,0,219715,30000,189715
40551,074B4 A015,0,0,0,0,219715,30000,0,219715,30000,189715
40552,074B4 A016,0,0,0,0,219715,30000,0,219715,30000,189715
40553,074B4 A021,0,0,0,0,219715,30000,0,219715,30000,189715
40554,074B4 A022,0,0,0,0,219715,30000,0,219715,30000,189715
40555,074B4 A023,0,0,0,0,219715,30000,0,219715,30000,189715
40556,074B4 A024,0,0,0,0,219715,30000,0,219715,30000,189715
40557,074B4 A025,0,0,0,0,219715,30000,0,219715,30000,189715
40558,074B4 A026,0,0,0,0,219715,30000,0,219715,30000,189715
40559,074B4 A031,0,0,0,0,219715,30000,0,219715,30000,189715
40560,074B4 A032,0,0,0,0,219715,30000,0,219715,30000,189715
40561,074B4 A033,0,0,0,0,219715,30000,0,219715,30000,189715
40562,074B4 A034,30000,185000,0,215000,219715,30000,0,215000,30000,185000
40563,074B4 A035,0,0,0,0,219715,30000,0,219715,30000,189715
40564,074B4 A036,30000,185000,0,215000,219715,30000,0,215000,30000,185000
34933,074B5 A001,0,0,0,0,237057,30000,0,237057,30000,207057
34942,074B5 A002,0,0,0,0,237057,30000,0,237057,30000,207057
34944,074B5 A003,0,0,0,0,237057,30000,0,237057,30000,207057
34945,074B5 A004,0,0,0,0,237057,30000,0,237057,30000,207057
34946,074B5 A005,0,0,0,0,237057,30000,0,237057,30000,207057
34947,074B5 A006,0,0,0,0,237057,30000,0,237057,30000,207057
34948,074B5 A007,0,0,0,0,237057,30000,0,237057,30000,207057
34949,074B5 A008,0,0,0,0,237057,30000,0,237057,30000,207057
34950,074B5 A009,0,0,0,0,237057,30000,0,237057,30000,207057
34951,074B5 A010,0,0,0,0,237057,30000,0,237057,30000,207057
34952,074B5 A011,0,0,0,0,237057,30000,0,237057,30000,207057
34953,074B5 A012,0,0,0,0,237057,30000,0,237057,30000,207057
34954,074B5 A013,0,0,0,0,237057,30000,0,237057,30000,207057
34955,074B5 A014,0,0,0,0,237057,30000,0,237057,30000,207057
34956,074B5 A015,0,0,0,0,237057,30000,0,237057,30000,207057
34957,074B5 A016,0,0,0,0,237057,30000,0,237057,30000,207057
34958,074B5 A017,0,0,0,0,237057,30000,0,237057,30000,207057
34959,074B5 A018,0,0,0,0,237057,30000,0,237057,30000,207057
34960,074B5 A019,0,0,0,0,237057,30000,0,237057,30000,207057
34961,074B5 A020,0,0,0,0,237057,30000,0,237057,30000,207057
36139,074B6 A001,0,0,0,0,265476,30000,0,265476,30000,235476
36140,074B6 A002,0,0,0,0,265476,30000,0,265476,30000,235476
36141,074B6 A003,0,0,0,0,265476,30000,0,265476,30000,235476
36142,074B6 A004,0,0,0,0,265476,30000,0,265476,30000,235476
36143,074B6 A005,0,0,0,0,265476,30000,0,265476,30000,235476
36144,074B6 A006,0,0,0,0,265476,30000,0,265476,30000,235476
36145,074B6 A007,0,0,0,0,265476,30000,0,265476,30000,235476
36146,074B6 A008,0,0,0,0,265476,30000,0,265476,30000,235476
36147,074B6 A009,0,0,0,0,265476,30000,0,265476,30000,235476
36148,074B6 A010,0,0,0,0,265476,30000,0,265476,30000,235476
36149,074B6 A011,0,0,0,0,265476,30000,0,265476,30000,235476
36150,074B6 A012,0,0,0,0,265476,30000,0,265476,30000,235476
36151,074B6 A013,0,0,0,0,265476,30000,0,265476,30000,235476
36152,074B6 A014,0,0,0,0,265476,30000,0,265476,30000,235476
36153,074B6 A015,0,0,0,0,265476,30000,0,265476,30000,235476
36154,074B6 B001,0,0,0,0,265476,30000,0,265476,30000,235476
36155,074B6 B002,0,0,0,0,265476,30000,0,265476,30000,235476
36156,074B6 B003,0,0,0,0,265476,30000,0,265476,30000,235476
36157,074B6 B004,0,0,0,0,265476,30000,0,265476,30000,235476
36158,074B6 B005,0,0,0,0,265476,30000,0,265476,30000,235476
36159,074B6 B006,0,0,0,0,265476,30000,0,265476,30000,235476
36160,074B6 B007,0,0,0,0,265476,30000,0,265476,30000,235476
36161,074B6 B008,0,0,0,0,265476,30000,0,265476,30000,235476
36162,074B6 B009,0,0,0,0,265476,30000,0,265476,30000,235476
36163,074B6 B010,30000,204000,0,234000,265476,30000,0,234000,30000,204000
36164,074B6 B011,0,0,0,0,265476,30000,0,265476,30000,235476
36165,074B6 B012,0,0,0,0,265476,30000,0,265476,30000,235476
36166,074B6 C001,0,0,0,0,265476,30000,0,265476,30000,235476
36167,074B6 C002,30000,235000,0,265000,265476,30000,0,265000,30000,235000
36168,074B6 C003,0,0,0,0,265476,30000,0,265476,30000,235476
36169,074B6 C004,0,0,0,0,265476,30000,0,265476,30000,235476
36170,074B6 C005,0,0,0,0,265476,30000,0,265476,30000,235476
36171,074B6 C006,0,0,0,0,265476,30000,0,265476,30000,235476
36172,074B6 C007,0,0,0,0,265476,30000,0,265476,30000,235476
36173,074B6 C008,0,0,0,0,265476,30000,0,265476,30000,235476
36174,074B6 C009,0,0,0,0,265476,30000,0,265476,30000,235476
36175,074B6 C010,30000,205000,0,235000,265476,30000,0,235000,30000,205000
36176,074B6 C011,0,0,0,0,265476,30000,0,265476,30000,235476
36177,074B6 C012,0,0,0,0,265476,30000,0,265476,30000,235476
4215,074C  A001,0,0,0,0,416712,32000,0,416712,32000,384712
4216,074C  A002,0,0,0,0,323392,40000,0,323392,40000,283392
4217,074C  A003,0,0,0,0,363940,40000,0,363940,40000,323940
4218,074C  A004,40000,395000,0,435000,465361,40000,0,435000,40000,395000
4220,074C  A006,0,0,0,0,344570,40000,0,344570,40000,304570
4221,074C  A007,0,0,0,0,315118,40000,0,315118,40000,275118
4222,074C  A008,0,0,0,0,280872,40000,0,280872,40000,240872
4223,074C  A009,0,0,0,0,318020,40000,0,318020,40000,278020
4224,074C  A010,0,0,0,0,340052,40000,0,340052,40000,300052
4225,074C  A011,0,0,0,0,398297,40000,0,398297,40000,358297
4226,074C  A012,0,0,0,0,248095,40000,0,248095,40000,208095
4227,074C  A013,40000,345000,0,385000,387725,40000,0,385000,40000,345000
4228,074C  A014,0,0,0,0,313929,40000,0,313929,40000,273929
4229,074C  A015,0,0,0,0,253066,40000,0,253066,40000,213066
4230,074C  A016,0,0,0,0,299756,40000,0,299756,40000,259756
4231,074C  A017,0,0,0,0,371710,40000,0,371710,40000,331710
4232,074C  A018,0,0,0,0,379624,40000,0,379624,40000,339624
4233,074C  A019,0,0,0,0,293620,40000,0,293620,40000,253620
4234,074C  A020,0,0,0,0,361101,40000,0,361101,40000,321101
4235,074C  A021,0,0,0,0,301856,40000,0,301856,40000,261856
4236,074C  A022,0,0,0,0,255802,40000,0,255802,40000,215802
4237,074C  A023,0,0,0,0,236915,40000,0,236915,40000,196915
4238,074C  A025,0,0,0,0,345328,40000,0,345328,40000,305328
4239,074C  A025A,0,0,0,0,257019,40000,0,257019,40000,217019
4240,074C  A026,0,0,0,0,341088,48000,0,341088,48000,293088
4241,074C  A027,0,0,0,0,25600,25600,0,25600,25600,0
4242,074C  A028,0,0,0,0,151644,40000,0,151644,40000,111644
4243,074C  A029,0,0,0,0,340605,40000,0,340605,40000,300605
4244,074C  A030,0,0,0,0,316073,40000,0,316073,40000,276073
4246,074C  A033,0,0,0,0,195213,35000,0,195213,35000,160213
4247,074C  A034,0,0,0,0,195213,35000,0,195213,35000,160213
4248,074C  A035,0,0,0,0,194239,35000,0,194239,35000,159239
4249,074C  A036,0,0,0,0,194239,35000,0,194239,35000,159239
4250,074C  A037,0,0,0,0,194239,35000,0,194239,35000,159239
4251,074C  A038,0,0,0,0,195213,35000,0,195213,35000,160213
4252,074C  A039,0,0,0,0,195213,35000,0,195213,35000,160213
4253,074C  A040,0,0,0,0,195213,35000,0,195213,35000,160213
4255,074C  A042,0,0,0,0,184763,35000,0,184763,35000,149763
4256,074C  A043,0,0,0,0,183283,35000,0,183283,35000,148283
4257,074C  A044,0,0,0,0,35000,35000,0,35000,35000,0
4258,074C  A045,0,0,0,0,290716,35000,0,290716,35000,255716
4259,074C  A046,0,0,0,0,186395,35000,0,186395,35000,151395
4260,074C  A047,0,0,0,0,171731,35000,0,171731,35000,136731
4261,074C  A048,0,0,0,0,174312,35000,0,174312,35000,139312
4262,074C  A049,0,0,0,0,298105,35000,0,298105,35000,263105
4263,074C  A050,0,0,0,0,76091,35000,0,76091,35000,41091
4264,074C  A051,0,0,0,0,148270,35000,0,148270,35000,113270
4265,074C  A052,0,0,0,0,2,1,0,2,1,1
4266,074C  A053A,0,0,0,0,1793045,952000,0,1793045,952000,841045
4267,074C  A053B,0,0,0,0,30975,30975,0,30975,30975,0
4268,074C  A054,0,0,0,0,882000,882000,0,882000,882000,0
4269,074C  A055,0,0,0,0,4134000,3984000,0,4134000,3984000,150000
4271,074C  A056,0,0,0,0,23991886,3697774,0,23991886,3697774,20294112
4272,074C  A056A,0,0,0,0,6815603,2553000,0,6815603,2553000,4262603
4273,074C  A056B,0,0,0,0,6642400,3186300,0,6642400,3186300,3456100
4274,074C  A056C,0,0,0,0,1060531,660000,0,1060531,660000,400531
4275,074C  A056D,0,0,0,0,2224670,791000,0,2224670,791000,1433670
4276,074C  A056E,0,0,0,0,1945705,945000,0,1945705,945000,1000705
4277,074C  A056F,0,0,0,0,751274,419580,0,751274,419580,331694
34476,074C  A056G,0,0,0,0,2471608,1113000,0,2471608,1113000,1358608
4278,074C  A057,41250,188750,0,230000,242238,41250,0,230000,41250,188750
4279,074C  A058,0,0,0,0,98685,25025,0,98685,25025,73660
4280,074C  A059,0,0,0,0,130889,25025,0,130889,25025,105864
4281,074C  A059A,0,0,0,0,334344,25025,0,334344,25025,309319
4282,074C  A060,0,0,0,0,139209,25025,0,139209,25025,114184
4283,074C  A060A,0,0,0,0,136096,25025,0,136096,25025,111071
4284,074C  A061,0,0,0,0,218687,35750,0,218687,35750,182937
4285,074C  A062,0,0,0,0,115773,25025,0,115773,25025,90748
4286,074C  A063,0,0,0,0,133589,25025,0,133589,25025,108564
4287,074C  A064,0,0,0,0,100113,25025,0,100113,25025,75088
4288,074C  A065,0,0,0,0,161387,35750,0,161387,35750,125637
4289,074C  A066,0,0,0,0,208141,35750,0,208141,35750,172391
4290,074C  A067,0,0,0,0,77569,22000,0,77569,22000,55569
4291,074C  A068,0,0,0,0,153014,22000,0,153014,22000,131014
29980,074C  A069,0,0,0,0,22000,22000,0,22000,22000,0
30071,074C  A070,0,0,0,0,276246,40000,0,276246,40000,236246
30072,074C  A071,0,0,0,0,432342,40000,0,432342,40000,392342
30073,074C  A072,0,0,0,0,326195,40000,0,326195,40000,286195
30074,074C  A073,0,0,0,0,363770,40000,0,363770,40000,323770
31074,074C  A074,0,0,0,0,372048,40000,0,372048,40000,332048
31075,074C  A074A,0,0,0,0,1,1,0,1,1,0
31076,074C  A075,0,0,0,0,342762,40000,0,342762,40000,302762
31077,074C  A076,0,0,0,0,369269,40000,0,369269,40000,329269
31078,074C  A077,0,0,0,0,326669,40000,0,326669,40000,286669
31079,074C  A078,0,0,0,0,337694,40000,0,337694,40000,297694
31080,074C  A079,0,0,0,0,327611,40000,0,327611,40000,287611
31081,074C  A080,0,0,0,0,314147,40000,0,314147,40000,274147
31082,074C  A081,0,0,0,0,345856,40000,0,345856,40000,305856
31083,074C  A082,0,0,0,0,307874,40000,0,307874,40000,267874
31084,074C  A083,0,0,0,0,350034,40000,0,350034,40000,310034
31085,074C  A084,0,0,0,0,294486,40000,0,294486,40000,254486
31086,074C  A085,0,0,0,0,328636,40000,0,328636,40000,288636
31087,074C  A086,0,0,0,0,352350,40000,0,352350,40000,312350
31088,074C  A087,0,0,0,0,24000,24000,0,24000,24000,0
31089,074C  A088,0,0,0,0,361806,40000,0,361806,40000,321806
30075,074C  A092,0,0,0,0,308778,40000,0,308778,40000,268778
30076,074C  A093,0,0,0,0,410009,40000,0,410009,40000,370009
30077,074C  A094,0,0,0,0,300785,40000,0,300785,40000,260785
30078,074C  A095,0,0,0,0,311770,40000,0,311770,40000,271770
30079,074C  A096,0,0,0,0,291594,40000,0,291594,40000,251594
30080,074C  A097,0,0,0,0,410211,40000,0,410211,40000,370211
4292,074C  B001,0,0,0,0,1781487,470610,0,1781487,470610,1310877
4293,074C  B001A,0,0,0,0,25000,25000,0,25000,25000,0
4294,074C  B002,0,0,0,0,3368541,1544000,0,3368541,1544000,1824541
4299,074C  B006,0,0,0,0,1680065,665000,0,1680065,665000,1015065
4300,074C  B007,0,0,0,0,1062236,546000,0,1062236,546000,516236
45239,074C  B007A,0,0,0,0,182000,182000,0,182000,182000,0
4301,074C  C001,0,0,0,0,400,400,0,400,400,0
4302,074C  C002,0,0,0,0,374847,40000,0,374847,40000,334847
4303,074C  C003,0,0,0,0,366303,40000,0,366303,40000,326303
4304,074C  C004,0,0,0,0,471979,40000,0,471979,40000,431979
4305,074C  C005,0,0,0,0,430802,40000,0,430802,40000,390802
4306,074C  C006,0,0,0,0,374911,40000,0,374911,40000,334911
4307,074C  C007,0,0,0,0,384763,40000,0,384763,40000,344763
4308,074C  C008,0,0,0,0,308638,40000,0,308638,40000,268638
4309,074C  C009,0,0,0,0,366554,40000,0,366554,40000,326554
4310,074C  C010,0,0,0,0,299893,40000,0,299893,40000,259893
4311,074C  C011,0,0,0,0,363374,40000,0,363374,40000,323374
4312,074C  C012,0,0,0,0,290786,40000,0,290786,40000,250786
4313,074C  C013,0,0,0,0,297160,40000,0,297160,40000,257160
4314,074C  C014,40000,269400,0,309400,379021,40000,0,309400,40000,269400
4315,074C  C016,0,0,0,0,25600,25600,0,25600,25600,0
4316,074C  D001,0,0,0,0,436492,40000,0,436492,40000,396492
4319,074C  D004,0,0,0,0,311834,60000,0,311834,60000,251834
4320,074C  D005,0,0,0,0,335958,40000,0,335958,40000,295958
4321,074C  D006,0,0,0,0,454726,40000,0,454726,40000,414726
4322,074C  D007,0,0,0,0,324883,40000,0,324883,40000,284883
4323,074C  D008,0,0,0,0,281698,40000,0,281698,40000,241698
4324,074C  D009,0,0,0,0,437682,40000,0,437682,40000,397682
4325,074C  D009A,0,0,0,0,368031,40000,0,368031,40000,328031
4326,074C  D009B,0,0,0,0,445971,40000,0,445971,40000,405971
36268,074C  D009C,40000,390000,0,430000,449817,40000,0,430000,40000,390000
4327,074C  D010,0,0,0,0,228730,40000,0,228730,40000,188730
4328,074C  D011,0,0,0,0,262175,40000,0,262175,40000,222175
4329,074C  E001,0,0,0,0,217342,40000,0,217342,40000,177342
4330,074C  E002,0,0,0,0,344187,40000,0,344187,40000,304187
4331,074C  E003,0,0,0,0,251081,40000,0,251081,40000,211081
4332,074C  E004,0,0,0,0,280797,40000,0,280797,40000,240797
4333,074C  E005,0,0,0,0,343874,40000,0,343874,40000,303874
4334,074C  E006,0,0,0,0,272902,40000,0,272902,40000,232902
4335,074C  E007,0,0,0,0,257623,40000,0,257623,40000,217623
4336,074C  E008,0,0,0,0,278187,40000,0,278187,40000,238187
4337,074C  E009,0,0,0,0,332030,40000,0,332030,40000,292030
4338,074C  E010,0,0,0,0,278674,40000,0,278674,40000,238674
4339,074C  F001,0,0,0,0,328035,40000,0,328035,40000,288035
4340,074C  F002,0,0,0,0,239406,40000,0,239406,40000,199406
4341,074C  F003,0,0,0,0,342738,40000,0,342738,40000,302738
4342,074C  F004,0,0,0,0,252850,40000,0,252850,40000,212850
4343,074C  F005,0,0,0,0,342831,40000,0,342831,40000,302831
4344,074C  F006,0,0,0,0,249193,40000,0,249193,40000,209193
4345,074C  F007,0,0,0,0,370080,40000,0,370080,40000,330080
4346,074C  F008,0,0,0,0,349673,40000,0,349673,40000,309673
4347,074C  F009,0,0,0,0,287816,40000,0,287816,40000,247816
4348,074C  F010,0,0,0,0,220128,40000,0,220128,40000,180128
4349,074C  F011,0,0,0,0,300800,40000,0,300800,40000,260800
4350,074C  F012,0,0,0,0,279536,40000,0,279536,40000,239536
4351,074C  F013,0,0,0,0,314706,40000,0,314706,40000,274706
4352,074C  F014,0,0,0,0,327498,40000,0,327498,40000,287498
4353,074C  F015,0,0,0,0,374793,40000,0,374793,40000,334793
4354,074C  F016,0,0,0,0,294266,40000,0,294266,40000,254266
4355,074C  F017,0,0,0,0,347713,40000,0,347713,40000,307713
4356,074C  F018,0,0,0,0,374524,40000,0,374524,40000,334524
4357,074C  F019,0,0,0,0,344391,40000,0,344391,40000,304391
4358,074C  F020,0,0,0,0,333319,40000,0,333319,40000,293319
4359,074C  F021,0,0,0,0,459552,40000,0,459552,40000,419552
4360,074C  F022,0,0,0,0,242434,40000,0,242434,40000,202434
4361,074C  F023,0,0,0,0,311288,40000,0,311288,40000,271288
4362,074C  F024,0,0,0,0,325434,40000,0,325434,40000,285434
4363,074C  F025,0,0,0,0,257490,40000,0,257490,40000,217490
4364,074C  F026,0,0,0,0,282476,40000,0,282476,40000,242476
4365,074C  F027,0,0,0,0,251806,40000,0,251806,40000,211806
4366,074C  G001,0,0,0,0,283320,40000,0,283320,40000,243320
4367,074C  G002,0,0,0,0,411941,40000,0,411941,40000,371941
4368,074C  G003,0,0,0,0,343240,40000,0,343240,40000,303240
4369,074C  G004,0,0,0,0,354943,40000,0,354943,40000,314943
4370,074C  G005,0,0,0,0,416725,40000,0,416725,40000,376725
4371,074C  G006,0,0,0,0,487993,40000,0,487993,40000,447993
4372,074C  G007,0,0,0,0,295692,40000,0,295692,40000,255692
4373,074C  G008,0,0,0,0,327233,40000,0,327233,40000,287233
4374,074C  G009,0,0,0,0,265790,40000,0,265790,40000,225790
4375,074C  G010,0,0,0,0,210546,40000,0,210546,40000,170546
4376,074C  G011,0,0,0,0,299433,40000,0,299433,40000,259433
4377,074C  G012,0,0,0,0,302448,40000,0,302448,40000,262448
4378,074C  H002,0,0,0,0,290134,40000,0,290134,40000,250134
4379,074C  H003,0,0,0,0,550,550,0,550,550,0
4380,074C  H004,0,0,0,0,281695,40000,0,281695,40000,241695
4381,074C  H005,0,0,0,0,295706,40000,0,295706,40000,255706
4382,074C  H006,0,0,0,0,279797,40000,0,279797,40000,239797
4383,074C  H007,0,0,0,0,221747,40000,0,221747,40000,181747
4384,074C  H008,0,0,0,0,302714,40000,0,302714,40000,262714
4385,074C  H009,0,0,0,0,364182,40000,0,364182,40000,324182
4386,074C  H010,0,0,0,0,310530,48000,0,310530,48000,262530
4387,074C  H011,0,0,0,0,217453,40000,0,217453,40000,177453
4388,074C  H012,0,0,0,0,326311,40000,0,326311,40000,286311
4389,074C  H013,0,0,0,0,263018,40000,0,263018,40000,223018
4390,074C  H014,0,0,0,0,317041,40000,0,317041,40000,277041
4391,074C  H015,0,0,0,0,303998,40000,0,303998,40000,263998
4392,074C  H016,0,0,0,0,299356,40000,0,299356,40000,259356
4393,074C  H017,0,0,0,0,330796,40000,0,330796,40000,290796
4394,074C  H018,0,0,0,0,478323,40000,0,478323,40000,438323
4395,074C  H019,0,0,0,0,267849,40000,0,267849,40000,227849
4396,074C  H024,0,0,0,0,48114,48114,0,48114,48114,0
4397,074C  H025,0,0,0,0,176282,25025,0,176282,25025,151257
4398,074C  H025A,0,0,0,0,31061,18769,0,31061,18769,12292
4399,074C  H026,0,0,0,0,107787,25025,0,107787,25025,82762
4400,074C  H027,0,0,0,0,78554,25025,0,78554,25025,53529
4401,074C  H027A,0,0,0,0,31192,15015,0,31192,15015,16177
4402,074C  H028,0,0,0,0,30165,25025,0,30165,25025,5140
4403,074C1 A001,0,0,0,0,342523,40000,0,342523,40000,302523
4404,074C1 A001A,0,0,0,0,400,400,0,400,400,0
4405,074C1 A002,0,0,0,0,393534,40000,0,393534,40000,353534
4406,074C1 A003,40000,250000,0,290000,335001,40000,0,290000,40000,250000
4407,074C1 A004,0,0,0,0,348140,40000,0,348140,40000,308140
4408,074C1 A005,0,0,0,0,384581,40000,0,384581,40000,344581
4409,074C1 A006,0,0,0,0,358308,40000,0,358308,40000,318308
4410,074C1 A007,0,0,0,0,379897,40000,0,379897,40000,339897
4411,074C1 A008,0,0,0,0,341853,40000,0,341853,40000,301853
4412,074C1 A009,0,0,0,0,340482,40000,0,340482,40000,300482
4413,074C1 A010,0,0,0,0,308228,40000,0,308228,40000,268228
4414,074C1 A011,0,0,0,0,304058,40000,0,304058,40000,264058
4415,074C1 A012,0,0,0,0,358617,40000,0,358617,40000,318617
4416,074C1 A013,0,0,0,0,322620,40000,0,322620,40000,282620
4417,074C1 A014,0,0,0,0,355070,40000,0,355070,40000,315070
4418,074C1 A015,0,0,0,0,349325,40000,0,349325,40000,309325
4419,074C1 A016,0,0,0,0,301324,40000,0,301324,40000,261324
4420,074C1 A017,0,0,0,0,309190,40000,0,309190,40000,269190
4421,074C1 A018,0,0,0,0,349359,40000,0,349359,40000,309359
4422,074C1 A019,0,0,0,0,365677,40000,0,365677,40000,325677
4423,074C1 A020,0,0,0,0,322832,40000,0,322832,40000,282832
4424,074C1 A021,0,0,0,0,313484,40000,0,313484,40000,273484
4425,074C1 A022,0,0,0,0,350610,40000,0,350610,40000,310610
4426,074C1 A023,0,0,0,0,304669,40000,0,304669,40000,264669
4427,074C1 A024,0,0,0,0,335365,40000,0,335365,40000,295365
4428,074C1 A025,0,0,0,0,365938,40000,0,365938,40000,325938
4429,074C1 A025A,0,0,0,0,400,400,0,400,400,0
30924,074C2 A001,0,0,0,0,268000,40000,0,268000,40000,228000
30931,074C2 A001A,0,0,0,0,1,1,0,1,1,0
30925,074C2 A002,0,0,0,0,282495,30000,0,282495,30000,252495
30926,074C2 A003,0,0,0,0,471660,30000,0,471660,30000,441660
30927,074C2 A004,0,0,0,0,384849,40000,0,384849,40000,344849
30928,074C2 A005,0,0,0,0,386952,40000,0,386952,40000,346952
30929,074C2 A006,0,0,0,0,309041,40000,0,309041,40000,269041
30930,074C2 A007,0,0,0,0,319782,40000,0,319782,40000,279782
31272,074C2 A008,0,0,0,0,352552,40000,0,352552,40000,312552
31273,074C2 A009,0,0,0,0,307820,40000,0,307820,40000,267820
31274,074C2 A010,0,0,0,0,373610,40000,0,373610,40000,333610
31275,074C2 A011,0,0,0,0,371926,40000,0,371926,40000,331926
31276,074C2 A012,0,0,0,0,334768,40000,0,334768,40000,294768
31277,074C2 A013,0,0,0,0,291686,40000,0,291686,40000,251686
31278,074C2 A014,0,0,0,0,304443,40000,0,304443,40000,264443
31279,074C2 A015,0,0,0,0,279586,40000,0,279586,40000,239586
31280,074C2 A016,0,0,0,0,301961,40000,0,301961,40000,261961
31281,074C2 A017,0,0,0,0,319140,40000,0,319140,40000,279140
31282,074C2 A018,0,0,0,0,373275,40000,0,373275,40000,333275
31283,074C2 A019,0,0,0,0,357713,40000,0,357713,40000,317713
31284,074C2 A020,0,0,0,0,369405,40000,0,369405,40000,329405
31285,074C2 A021,0,0,0,0,316000,40000,0,316000,40000,276000
31286,074C2 A022,0,0,0,0,337315,40000,0,337315,40000,297315
31287,074C2 A023,0,0,0,0,285172,40000,0,285172,40000,245172
31288,074C2 A024,0,0,0,0,303221,40000,0,303221,40000,263221
31289,074C2 A025,0,0,0,0,300336,40000,0,300336,40000,260336
31290,074C2 A026,0,0,0,0,300045,40000,0,300045,40000,260045
31291,074C2 A027,0,0,0,0,324485,40000,0,324485,40000,284485
31292,074C2 A028,0,0,0,0,317813,40000,0,317813,40000,277813
31293,074C2 A029,0,0,0,0,325194,40000,0,325194,40000,285194
31294,074C2 A030,0,0,0,0,311979,40000,0,311979,40000,271979
31295,074C2 A031,0,0,0,0,313454,40000,0,313454,40000,273454
31296,074C2 A032,0,0,0,0,291488,40000,0,291488,40000,251488
31297,074C2 A033,0,0,0,0,298204,40000,0,298204,40000,258204
31298,074C2 A034,0,0,0,0,338778,40000,0,338778,40000,298778
31299,074C2 A035,0,0,0,0,312140,40000,0,312140,40000,272140
31300,074C2 A036,0,0,0,0,330780,40000,0,330780,40000,290780
31301,074C2 A063,0,0,0,0,318357,40000,0,318357,40000,278357
31302,074C2 A064,0,0,0,0,319878,40000,0,319878,40000,279878
31303,074C2 A064A,0,0,0,0,1,1,0,1,1,0
31304,074C2 B001,0,0,0,0,318640,40000,0,318640,40000,278640
31305,074C2 B002,0,0,0,0,314721,40000,0,314721,40000,274721
31306,074C2 B003,0,0,0,0,291850,40000,0,291850,40000,251850
31307,074C2 B004,0,0,0,0,331160,40000,0,331160,40000,291160
31308,074C2 B005,0,0,0,0,353520,40000,0,353520,40000,313520
31309,074C2 B006,40000,248000,0,288000,289187,40000,0,288000,40000,248000
31310,074C2 B007,0,0,0,0,313896,40000,0,313896,40000,273896
31311,074C2 B008,0,0,0,0,298090,40000,0,298090,40000,258090
31312,074C2 B009,0,0,0,0,324523,40000,0,324523,40000,284523
31313,074C2 B010,0,0,0,0,306155,40000,0,306155,40000,266155
32575,074C3 A001,0,0,0,0,318873,40000,0,318873,40000,278873
32576,074C3 A002,0,0,0,0,327685,40000,0,327685,40000,287685
32577,074C3 A003,0,0,0,0,333796,40000,0,333796,40000,293796
32578,074C3 A004,40000,272000,0,312000,317476,40000,0,312000,40000,272000
32579,074C3 A005,0,0,0,0,317170,40000,0,317170,40000,277170
32580,074C3 A006,0,0,0,0,334852,40000,0,334852,40000,294852
32581,074C3 A007,0,0,0,0,358236,40000,0,358236,40000,318236
32582,074C3 A008,0,0,0,0,322779,40000,0,322779,40000,282779
32583,074C3 A009,0,0,0,0,304022,40000,0,304022,40000,264022
32584,074C3 A010,0,0,0,0,314360,40000,0,314360,40000,274360
32585,074C3 A011,0,0,0,0,331243,40000,0,331243,40000,291243
32586,074C3 A012,0,0,0,0,367677,40000,0,367677,40000,327677
32587,074C3 A013,0,0,0,0,310023,40000,0,310023,40000,270023
32588,074C3 A014,0,0,0,0,312940,40000,0,312940,40000,272940
32589,074C3 A015,0,0,0,0,331781,40000,0,331781,40000,291781
32590,074C3 A016,0,0,0,0,346987,40000,0,346987,40000,306987
32591,074C3 A017,40000,260000,0,300000,344493,40000,0,300000,40000,260000
32592,074C3 A018,0,0,0,0,367706,40000,0,367706,40000,327706
32593,074C3 A019,0,0,0,0,341174,40000,0,341174,40000,301174
32595,074C3 A019A,0,0,0,0,800,800,0,800,800,0
32594,074C3 A020,0,0,0,0,309883,40000,0,309883,40000,269883
32596,074C3 A021,0,0,0,0,299102,40000,0,299102,40000,259102
32597,074C3 A022,0,0,0,0,318997,40000,0,318997,40000,278997
32598,074C3 A023,0,0,0,0,311886,40000,0,311886,40000,271886
32599,074C3 A024,0,0,0,0,316321,40000,0,316321,40000,276321
32600,074C3 A025,0,0,0,0,330350,40000,0,330350,40000,290350
33830,074C4  001,0,0,0,0,324549,50000,0,324549,50000,274549
33832,074C4  002,0,0,0,0,377322,50000,0,377322,50000,327322
